"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes";"Sleep (hrs)";"Stress (1-10)";"Session Index"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"1";"12.5";"9";"6.5";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"101";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"2";"12.5";"9";"7.0";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"137";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"3";"12.5";"7";"7.6";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"Rest Timer";"";"";"";"";"178";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Lateral Raise (Cable)";"4";"12.5";"6";"7.7";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"W";"7.5";"15";"";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"1";"10.0";"12";"7.5";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"Rest Timer";"";"";"";"";"103";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"2";"10.0";"10";"7.9";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"Rest Timer";"";"";"";"";"137";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Dumbbell)";"3";"12.5";"8";"8.2";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"W";"22.5";"10";"";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"1";"35.0";"9";"6.7";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"Rest Timer";"";"";"";"";"104";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"2";"35.0";"8";"7.3";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"Rest Timer";"";"";"";"";"105";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"3";"35.0";"9";"7.8";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"Rest Timer";"";"";"";"";"179";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Triceps Extension";"4";"35.0";"6";"8.0";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"W";"12.5";"13";"";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"1";"20.0";"12";"7.1";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"162";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"2";"20.0";"10";"7.6";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"156";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Incline Chest Fly (Dumbbell)";"3";"20.0";"9";"8.2";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"W";"12.5";"13";"";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"1";"20.0";"7";"7.4";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"115";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"2";"20.0";"7";"7.8";"";"";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"Rest Timer";"";"";"";"";"109";"";"";"6.4";"6.8";"7"
"30";"2026-04-22 00:00:00";"Push";"5754";"Skullcrusher (Barbell)";"3";"20.0";"3";"8.6";"";"";"";"";"6.4";"6.8";"7"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"W";"35.0";"12";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"1";"55.0";"8";"7.2";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"167";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"2";"57.5";"6";"7.6";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"110";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Lat Pulldown (Cable)";"3";"62.5";"7";"8.3";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"W";"30.0";"14";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"1";"55.0";"7";"6.9";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"93";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"2";"55.0";"5";"7.4";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"125";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"3";"55.0";"3";"8.0";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"Rest Timer";"";"";"";"";"167";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Seated Row (Machine)";"4";"55.0";"5";"8.3";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"W";"27.5";"12";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"1";"42.5";"11";"6.7";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"177";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"2";"42.5";"8";"7.0";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"99";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Face Pull (Cable)";"3";"42.5";"7";"7.8";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"W";"17.5";"15";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"1";"32.5";"6";"7.1";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"104";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"2";"32.5";"6";"7.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"161";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"3";"32.5";"3";"8.1";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"178";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Machine)";"4";"32.5";"2";"8.7";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"W";"10.0";"13";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"1";"15.0";"6";"7.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"113";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"2";"15.0";"8";"7.9";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"163";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"3";"17.5";"5";"8.3";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"112";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Bicep Curl (Dumbbell)";"4";"17.5";"3";"8.9";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"W";"32.5";"15";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"1";"52.5";"6";"7.4";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"Rest Timer";"";"";"";"";"104";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"2";"52.5";"6";"7.9";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"Rest Timer";"";"";"";"";"97";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"3";"52.5";"6";"8.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"Rest Timer";"";"";"";"";"154";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"4";"52.5";"5";"8.9";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"Rest Timer";"";"";"";"";"177";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Inverted Row (Bodyweight)";"5";"52.5";"1";"9.2";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"W";"15.0";"12";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"1";"22.5";"7";"6.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"Rest Timer";"";"";"";"";"162";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"2";"22.5";"7";"6.8";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"Rest Timer";"";"";"";"";"132";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"3";"22.5";"4";"7.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"Rest Timer";"";"";"";"";"179";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"T Bar Row";"4";"22.5";"6";"7.5";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"W";"27.5";"12";"";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"1";"50.0";"6";"7.1";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"105";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"2";"52.5";"3";"7.6";"";"";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"Rest Timer";"";"";"";"";"111";"";"";"6.6";"5.7";"8"
"31";"2026-04-25 00:00:00";"Pull";"3457";"Reverse Fly (Cable)";"3";"57.5";"6";"8.3";"";"";"";"";"6.6";"5.7";"8"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"W";"60.0";"11";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"1";"92.5";"10";"7.5";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"127";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"2";"92.5";"7";"7.9";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"155";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"3";"92.5";"7";"8.6";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"159";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Press (Barbell)";"4";"92.5";"7";"8.8";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"W";"35.0";"10";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"1";"55.0";"9";"7.3";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"90";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"2";"60.0";"10";"7.8";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"177";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"3";"60.0";"10";"8.0";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"105";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lat Pulldown (Cable)";"4";"62.5";"9";"8.3";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"W";"17.5";"15";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"1";"27.5";"7";"7.5";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"93";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"2";"27.5";"5";"8.0";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"177";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"3";"27.5";"6";"8.4";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"Rest Timer";"";"";"";"";"127";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bent Over Row (Dumbbell)";"4";"27.5";"3";"9.0";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"W";"22.5";"14";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"1";"37.5";"7";"6.7";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"95";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"2";"37.5";"8";"7.3";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"151";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"3";"37.5";"7";"7.6";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"105";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"4";"37.5";"2";"7.9";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"Rest Timer";"";"";"";"";"180";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bench Skullcrucher";"5";"37.5";"2";"8.4";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"W";"20.0";"14";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"1";"35.0";"10";"6.8";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"177";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"2";"35.0";"9";"7.3";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"111";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"3";"35.0";"10";"7.8";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"Rest Timer";"";"";"";"";"113";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Bicep Curl (Machine)";"4";"35.0";"7";"8.1";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"W";"10.0";"15";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"1";"15.0";"7";"7.3";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"122";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"2";"15.0";"4";"7.8";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"171";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Lateral Raise (Dumbbell)";"3";"17.5";"3";"8.4";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"W";"35.0";"10";"";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"1";"55.0";"9";"7.5";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"157";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"2";"57.5";"7";"8.0";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"126";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"3";"60.0";"6";"8.2";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"103";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"4";"62.5";"3";"8.9";"";"";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"Rest Timer";"";"";"";"";"175";"";"";"7.5";"5.5";"9"
"32";"2026-04-27 00:00:00";"Upper";"4399";"Incline Chest Press (Machine)";"5";"67.5";"3";"8.9";"";"";"";"";"7.5";"5.5";"9"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"W";"32.5";"15";"";"";"";"";"";"6.9";"5.7";"10"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"1";"52.5";"11";"6.8";"";"";"";"";"6.9";"5.7";"10"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"Rest Timer";"";"";"";"";"157";"";"";"6.9";"5.7";"10"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"2";"55.0";"9";"7.2";"";"";"";"";"6.9";"5.7";"10"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"Rest Timer";"";"";"";"";"92";"";"";"6.9";"5.7";"10"
"33";"2026-04-30 00:00:00";"Evening Workout";"1170";"Aerobics";"3";"57.5";"9";"7.9";"";"";"";"";"6.9";"5.7";"10"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"W";"55.0";"10";"";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"1";"100.0";"8";"7.3";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"154";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"2";"100.0";"6";"7.9";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"93";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"3";"100.0";"6";"8.1";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"106";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"4";"100.0";"6";"8.4";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"119";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Bench Press (Barbell)";"5";"100.0";"6";"9.7";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"W";"17.5";"14";"";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"1";"30.0";"7";"7.2";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"115";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"2";"30.0";"7";"7.5";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"94";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"3";"30.0";"5";"8.1";"";"";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"Rest Timer";"";"";"";"";"90";"";"";"6.9";"4.8";"11"
"34";"2026-05-02 00:00:00";"Day 1: Power Push (Heavy Chest & Shoulders)";"3670";"Shoulder Press (Plate Loaded)";"4";"30.0";"2";"8.6";"";"";"";"";"6.9";"4.8";"11"
